Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2016Q2,,S08000031,,S08000031,d,All Inpatients,d,93783,326195,3.478189011,,49643,318653,6.418890881,
2016Q3,,S08000031,,S08000031,d,All Inpatients,d,90004,318132,3.534642905,,48595,310263,6.384669205,
2016Q4,,S08000031,,S08000031,d,All Inpatients,d,86690,317655,3.664263468,,47298,314145,6.641824179,
2017Q1,,S08000031,,S08000031,d,All Inpatients,d,82500,318883,3.865248485,,44882,310615,6.920703177,
2017Q2,,S08000031,,S08000031,d,All Inpatients,d,79341,319380,4.025409309,,43640,320945,7.354376719,
2017Q3,,S08000031,,S08000031,d,All Inpatients,d,79361,303188,3.820365167,,43715,298880,6.837012467,
2017Q4,,S08000031,,S08000031,d,All Inpatients,d,81123,318539,3.926617605,,44619,306121,6.860776799,
2018Q1,,S08000031,,S08000031,d,All Inpatients,d,79924,320454,4.00948401,,43418,316742,7.295177115,
2018Q2,,S08000031,,S08000031,d,All Inpatients,d,80156,312280,3.895902989,,44589,311064,6.976249748,
2018Q3,,S08000031,,S08000031,d,All Inpatients,d,78876,304899,3.865548456,,43751,292730,6.690818496,
2018Q4,,S08000031,,S08000031,d,All Inpatients,d,80761,307057,3.802045542,,43623,304518,6.980675332,
2019Q1,,S08000031,,S08000031,d,All Inpatients,d,80119,310778,3.878955054,,43759,303682,6.939875226,
2019Q2,,S08000031,,S08000031,d,All Inpatients,d,81246,311043,3.828410014,,44316,305391,6.891213106,
2019Q3,,S08000031,,S08000031,d,All Inpatients,d,82187,302457,3.68010756,,44443,300799,6.768197466,
2019Q4,,S08000031,,S08000031,d,All Inpatients,d,84456,321175,3.802867765,,44722,313072,7.000402486,
2020Q1,,S08000031,,S08000031,d,All Inpatients,d,79648,317350,3.984406388,,41668,318020,7.632235768,
2020Q2,,S08000031,,S08000031,d,All Inpatients,d,59982,215582,3.594111567,,28538,215305,7.544502067,
2020Q3,p,S08000031,,S08000031,d,All Inpatients,d,73990,259504,3.507284768,,36839,257010,6.97657374,
2015Q3,,S08000031,,G405H,,All Inpatients,d,38842,121095,3.1176304,,18313,121174,6.616829575,
2015Q4,,S08000031,,G405H,,All Inpatients,d,39568,125307,3.166877275,,18793,134618,7.163199063,
2016Q1,,S08000031,,G405H,,All Inpatients,d,41167,122304,2.970923312,,19020,136077,7.154416404,
2016Q2,,S08000031,,G405H,,All Inpatients,d,42999,128953,2.99897672,,19248,140042,7.275665004,
2016Q3,,S08000031,,G405H,,All Inpatients,d,37047,124300,3.355197452,,17880,139328,7.792393736,
2016Q4,,S08000031,,G405H,,All Inpatients,d,34634,123460,3.564705203,,17171,136061,7.923883292,
2017Q1,,S08000031,,G405H,,All Inpatients,d,34437,125700,3.650143741,,16494,137455,8.333636474,
2017Q2,,S08000031,,G405H,,All Inpatients,d,34405,124272,3.612033135,,16668,142532,8.551235901,
2017Q3,,S08000031,,G405H,,All Inpatients,d,34913,119661,3.427405265,,16792,130555,7.774833254,
2017Q4,,S08000031,,G405H,,All Inpatients,d,36009,127964,3.553667139,,17300,135298,7.820693642,
2018Q1,,S08000031,,G405H,,All Inpatients,d,34670,120851,3.48575137,,16538,139713,8.447998549,
2018Q2,,S08000031,,G405H,,All Inpatients,d,35144,119581,3.402600728,,17016,138092,8.11542078,
2018Q3,,S08000031,,G405H,,All Inpatients,d,34439,119735,3.476726967,,16881,127841,7.573070316,
2018Q4,,S08000031,,G405H,,All Inpatients,d,35087,121717,3.469005615,,16561,133839,8.081577199,
2019Q1,,S08000031,,G405H,,All Inpatients,d,34453,117720,3.416828723,,16665,131847,7.911611161,
2019Q2,,S08000031,,G405H,,All Inpatients,d,35105,120657,3.437031762,,16885,135585,8.029908203,
2019Q3,,S08000031,,G405H,,All Inpatients,d,35540,118795,3.34257175,,17113,133064,7.775609186,
2019Q4,,S08000031,,G405H,,All Inpatients,d,35230,122279,3.470877093,,16990,138949,8.178281342,
2020Q1,,S08000031,,G405H,,All Inpatients,d,33002,118767,3.598781892,,15825,141511,8.942243286,
2020Q2,,S08000031,,G405H,,All Inpatients,d,28395,85711,3.018524388,,11598,97784,8.431108812,
2020Q3,p,S08000031,,G405H,,All Inpatients,d,34156,104639,3.063561307,,14645,115547,7.88986002,
2015Q3,,S08000031,,C418H,,All Inpatients,d,12033,40933,3.40172858,,7686,43347,5.639734582,
2015Q4,,S08000031,,C418H,,All Inpatients,d,11930,41884,3.510813076,,7700,44555,5.786363636,
2016Q1,,S08000031,,C418H,,All Inpatients,d,12277,42861,3.491162336,,7613,45474,5.97320373,
2016Q2,,S08000031,,C418H,,All Inpatients,d,12544,43267,3.44921875,,7766,45495,5.858228174,
2016Q3,,S08000031,,C418H,,All Inpatients,d,12911,40885,3.166679576,,7758,43437,5.598994586,
2016Q4,,S08000031,,C418H,,All Inpatients,d,13704,43077,3.143388792,,7946,45225,5.691542915,
2017Q1,,S08000031,,C418H,,All Inpatients,d,13875,41842,3.01563964,,8117,45143,5.561537514,
2017Q2,,S08000031,,C418H,,All Inpatients,d,10843,40872,3.769436503,,6637,43699,6.584149465,
2017Q3,,S08000031,,C418H,,All Inpatients,d,10375,39452,3.80260241,,6198,41783,6.741368183,
2017Q4,,S08000031,,C418H,,All Inpatients,d,10381,41090,3.958192852,,6129,41957,6.845651819,
2018Q1,,S08000031,,C418H,,All Inpatients,d,10002,42093,4.208458308,,6034,44010,7.293669208,
2018Q2,,S08000031,,C418H,,All Inpatients,d,9972,41832,4.194945848,,6127,44071,7.192916599,
2018Q3,,S08000031,,C418H,,All Inpatients,d,10312,42735,4.144200931,,6197,43534,7.025012103,
2018Q4,,S08000031,,C418H,,All Inpatients,d,10434,40325,3.864769024,,6293,44066,7.002383601,
2019Q1,,S08000031,,C418H,,All Inpatients,d,10089,40305,3.99494499,,6280,41807,6.657165605,
2019Q2,,S08000031,,C418H,,All Inpatients,d,10488,39082,3.726353928,,6686,40048,5.989829494,
2019Q3,,S08000031,,C418H,,All Inpatients,d,11011,40279,3.658069204,,6630,42110,6.351432881,
2019Q4,,S08000031,,C418H,,All Inpatients,d,12685,43349,3.417343319,,6855,44805,6.536105033,
2020Q1,,S08000031,,C418H,,All Inpatients,d,11580,40522,3.499309154,,6076,43418,7.145819618,
2020Q2,,S08000031,,C418H,,All Inpatients,d,7866,29039,3.691711162,,4194,30868,7.36003815,
2020Q3,p,S08000031,,C418H,,All Inpatients,d,10021,35228,3.515417623,,5291,36396,6.878850879,
2015Q3,,S08000031,,G207H,,All Inpatients,d,361,4258,11.79501385,,184,534,2.902173913,
2015Q4,,S08000031,,G207H,,All Inpatients,d,373,4444,11.91420912,,195,274,1.405128205,
2016Q1,,S08000031,,G207H,,All Inpatients,d,340,4404,12.95294118,,175,342,1.954285714,
2016Q2,,S08000031,,G207H,,All Inpatients,d,358,4653,12.9972067,,170,312,1.835294118,
2016Q3,,S08000031,,G207H,,All Inpatients,d,342,3822,11.1754386,,163,213,1.306748466,
2016Q4,,S08000031,,G207H,,All Inpatients,d,324,4048,12.49382716,,171,353,2.064327485,
2017Q1,,S08000031,,G207H,,All Inpatients,d,384,3924,10.21875,,185,289,1.562162162,
2017Q2,,S08000031,,G207H,,All Inpatients,d,364,4530,12.44505495,,151,193,1.278145695,
2017Q3,,S08000031,,G207H,,All Inpatients,d,362,3860,10.66298343,,160,195,1.21875,
2017Q4,,S08000031,,G207H,,All Inpatients,d,351,3100,8.831908832,,185,226,1.221621622,
2018Q1,,S08000031,,G207H,,All Inpatients,d,446,3890,8.721973094,,235,214,0.910638298,
2018Q2,,S08000031,,G207H,,All Inpatients,d,463,4883,10.54643629,,235,241,1.025531915,
2018Q3,,S08000031,,G207H,,All Inpatients,d,382,3999,10.46858639,,155,225,1.451612903,
2018Q4,,S08000031,,G207H,,All Inpatients,d,411,3910,9.513381995,,160,184,1.15,
2019Q1,,S08000031,,G207H,,All Inpatients,d,415,4357,10.49879518,,190,248,1.305263158,
2019Q2,,S08000031,,G207H,,All Inpatients,d,508,4612,9.078740157,,253,315,1.245059289,
2019Q3,,S08000031,,G207H,,All Inpatients,d,584,3945,6.755136986,,332,174,0.524096386,
2019Q4,,S08000031,,G207H,,All Inpatients,d,575,4001,6.95826087,,345,191,0.553623188,
2020Q1,,S08000031,,G207H,,All Inpatients,d,467,4274,9.152034261,,255,243,0.952941176,
2020Q2,,S08000031,,G207H,,All Inpatients,d,220,4582,20.82727273,,0,10, ,z
2020Q3,p,S08000031,,G207H,,All Inpatients,d,195,3841,19.6974359,,32,30,0.9375,
2015Q3,,S08000031,,C206H,,All Inpatients,d,1212,5148,4.247524752,,702,3548,5.054131054,
2015Q4,,S08000031,,C206H,,All Inpatients,d,1393,5669,4.069633884,,724,4136,5.712707182,
2016Q1,,S08000031,,C206H,,All Inpatients,d,1597,6643,4.159674389,,748,4572,6.112299465,
2016Q2,,S08000031,,C206H,,All Inpatients,d,1439,6020,4.183460737,,698,5472,7.839541547,
2016Q3,,S08000031,,C206H,,All Inpatients,d,1449,5764,3.977915804,,679,4565,6.723122239,
2016Q4,,S08000031,,C206H,,All Inpatients,d,1501,6181,4.117921386,,662,4922,7.435045317,
2017Q1,,S08000031,,C206H,,All Inpatients,d,1589,6355,3.999370673,,656,4941,7.532012195,
2017Q2,,S08000031,,C206H,,All Inpatients,d,1458,5695,3.906035665,,680,4305,6.330882353,
2017Q3,,S08000031,,C206H,,All Inpatients,d,1317,4906,3.725132878,,655,3955,6.038167939,
2017Q4,,S08000031,,C206H,,All Inpatients,d,1508,5665,3.7566313,,669,4143,6.192825112,
2018Q1,,S08000031,,C206H,,All Inpatients,d,1622,6686,4.122071517,,696,5046,7.25,
2018Q2,,S08000031,,C206H,,All Inpatients,d,1497,5934,3.963927856,,657,4107,6.251141553,
2018Q3,,S08000031,,C206H,,All Inpatients,d,1520,5179,3.407236842,,654,4155,6.353211009,
2018Q4,,S08000031,,C206H,,All Inpatients,d,1655,5726,3.459818731,,668,4196,6.281437126,
2019Q1,,S08000031,,C206H,,All Inpatients,d,1617,5473,3.384662956,,726,4257,5.863636364,
2019Q2,,S08000031,,C206H,,All Inpatients,d,1540,5941,3.857792208,,614,4166,6.785016287,
2019Q3,,S08000031,,C206H,,All Inpatients,d,1607,5693,3.542626011,,668,4519,6.76497006,
2019Q4,,S08000031,,C206H,,All Inpatients,d,1649,6249,3.789569436,,689,5100,7.40203193,
2020Q1,,S08000031,,C206H,,All Inpatients,d,1519,5845,3.847926267,,592,4041,6.826013514,
2020Q2,,S08000031,,C206H,,All Inpatients,d,860,3802,4.420930233,,409,2959,7.234718826,
2020Q3,p,S08000031,,C206H,,All Inpatients,d,1335,4490,3.36329588,,565,3281,5.807079646,
2015Q3,,S08000031,,G516H,,All Inpatients,d,3651,26792,7.338263489,,2608,20226,7.755368098,
2015Q4,,S08000031,,G516H,,All Inpatients,d,3744,27532,7.353632479,,2541,13536,5.3270366,
2016Q1,,S08000031,,G516H,,All Inpatients,d,3729,30525,8.185840708,,2488,14065,5.653135048,
2016Q2,,S08000031,,G516H,,All Inpatients,d,3676,27510,7.483677911,,2513,10693,4.255073617,
2016Q3,,S08000031,,G516H,,All Inpatients,d,3553,30445,8.568815086,,2426,11746,4.841714757,
2016Q4,,S08000031,,G516H,,All Inpatients,d,3564,27852,7.814814815,,2505,12580,5.021956088,
2017Q1,,S08000031,,G516H,,All Inpatients,d,3262,28070,8.605150215,,2272,11037,4.857834507,
2017Q2,,S08000031,,G516H,,All Inpatients,d,3884,30044,7.735324408,,2410,12647,5.247717842,
2017Q3,,S08000031,,G516H,,All Inpatients,d,3573,27145,7.597257207,,2264,10691,4.722173145,
2017Q4,,S08000031,,G516H,,All Inpatients,d,3800,27350,7.197368421,,2418,11135,4.605045492,
2018Q1,,S08000031,,G516H,,All Inpatients,d,3772,30908,8.194061506,,2163,10946,5.060564031,
2018Q2,,S08000031,,G516H,,All Inpatients,d,3794,29142,7.681075382,,2346,10566,4.503836317,
2018Q3,,S08000031,,G516H,,All Inpatients,d,3299,24310,7.368899667,,2166,9680,4.469067405,
2018Q4,,S08000031,,G516H,,All Inpatients,d,4002,24717,6.176161919,,2335,9527,4.080085653,
2019Q1,,S08000031,,G516H,,All Inpatients,d,3965,29179,7.359142497,,2226,10693,4.803683738,
2019Q2,,S08000031,,G516H,,All Inpatients,d,3788,26793,7.07312566,,2249,9130,4.059582036,
2019Q3,,S08000031,,G516H,,All Inpatients,d,3633,24146,6.646297825,,2178,9555,4.387052342,
2019Q4,,S08000031,,G516H,,All Inpatients,d,4042,29218,7.228599703,,2319,11880,5.122897801,
2020Q1,,S08000031,,G516H,,All Inpatients,d,4308,30060,6.977715877,,2408,10771,4.473006645,
2020Q2,,S08000031,,G516H,,All Inpatients,d,2103,16303,7.752258678,,1213,5043,4.157460841,
2020Q3,p,S08000031,,G516H,,All Inpatients,d,2886,18710,6.483021483,,1750,6347,3.626857143,
2015Q3,,S08000022,,H212H,,All Inpatients,d,477,1609,3.373165618,,405,1637,4.041975309,
2015Q4,,S08000022,,H212H,,All Inpatients,d,447,1747,3.908277405,,377,1994,5.289124668,
2016Q1,,S08000022,,H212H,,All Inpatients,d,473,2168,4.583509514,,385,2383,6.18961039,
2016Q2,,S08000022,,H212H,,All Inpatients,d,575,1794,3.12,,484,2164,4.47107438,
2016Q3,,S08000022,,H212H,,All Inpatients,d,586,2380,4.061433447,,485,2653,5.470103093,
2016Q4,,S08000022,,H212H,,All Inpatients,d,502,1738,3.462151394,,419,2107,5.028639618,
2017Q1,,S08000022,,H212H,,All Inpatients,d,527,2056,3.901328273,,439,2315,5.273348519,
2017Q2,,S08000022,,H212H,,All Inpatients,d,545,1838,3.372477064,,464,2112,4.551724138,
2017Q3,,S08000022,,H212H,,All Inpatients,d,569,1754,3.082601054,,480,1682,3.504166667,
2017Q4,,S08000022,,H212H,,All Inpatients,d,478,2507,5.244769874,,403,2601,6.454094293,
2018Q1,,S08000022,,H212H,,All Inpatients,d,480,2668,5.558333333,,399,2800,7.01754386,
2018Q2,,S08000022,,H212H,,All Inpatients,d,557,1912,3.432675045,,447,2136,4.77852349,
2018Q3,,S08000022,,H212H,,All Inpatients,d,573,2069,3.610820244,,480,2512,5.233333333,
2018Q4,,S08000022,,H212H,,All Inpatients,d,503,1835,3.648111332,,419,2168,5.174224344,
2019Q1,,S08000022,,H212H,,All Inpatients,d,474,2070,4.367088608,,414,2502,6.043478261,
2019Q2,,S08000022,,H212H,,All Inpatients,d,522,2593,4.96743295,,442,2795,6.323529412,
2019Q3,,S08000022,,H212H,,All Inpatients,d,589,2508,4.258064516,,494,2464,4.987854251,
2019Q4,,S08000022,,H212H,,All Inpatients,d,518,2310,4.459459459,,434,2712,6.248847926,
2020Q1,,S08000022,,H212H,,All Inpatients,d,431,2581,5.988399072,,366,2509,6.855191257,
2020Q2,,S08000022,,H212H,,All Inpatients,d,315,1531,4.86031746,,258,1680,6.511627907,
2020Q3,p,S08000022,,H212H,,All Inpatients,d,508,2214,4.358267717,,437,2672,6.114416476,
2015Q3,,S08000022,,H103H,,All Inpatients,d,1052,3792,3.604562738,,662,4911,7.418429003,
2015Q4,,S08000022,,H103H,,All Inpatients,d,1081,3258,3.013876041,,669,5372,8.029895366,
2016Q1,,S08000022,,H103H,,All Inpatients,d,1187,3562,3.00084246,,692,5272,7.61849711,
2016Q2,,S08000022,,H103H,,All Inpatients,d,1070,4296,4.014953271,,658,5619,8.539513678,
2016Q3,,S08000022,,H103H,,All Inpatients,d,1027,3314,3.226874391,,665,3815,5.736842105,
2016Q4,,S08000022,,H103H,,All Inpatients,d,923,3195,3.461538462,,690,5888,8.533333333,
2017Q1,,S08000022,,H103H,,All Inpatients,d,843,3091,3.666666667,,602,5802,9.637873754,
2017Q2,,S08000022,,H103H,,All Inpatients,d,928,2806,3.023706897,,685,5704,8.327007299,
2017Q3,,S08000022,,H103H,,All Inpatients,d,927,2874,3.100323625,,691,4462,6.457308249,
2017Q4,,S08000022,,H103H,,All Inpatients,d,932,3075,3.299356223,,686,4634,6.755102041,
2018Q1,,S08000022,,H103H,,All Inpatients,d,940,3052,3.246808511,,702,4460,6.353276353,
2018Q2,,S08000022,,H103H,,All Inpatients,d,926,3000,3.239740821,,696,3378,4.853448276,
2018Q3,,S08000022,,H103H,,All Inpatients,d,875,3189,3.644571429,,665,4864,7.314285714,
2018Q4,,S08000022,,H103H,,All Inpatients,d,902,2468,2.736141907,,702,3930,5.598290598,
2019Q1,,S08000022,,H103H,,All Inpatients,d,784,3080,3.928571429,,544,3591,6.601102941,
2019Q2,,S08000022,,H103H,,All Inpatients,d,746,3113,4.172922252,,596,4668,7.832214765,
2019Q3,,S08000022,,H103H,,All Inpatients,d,820,3658,4.46097561,,624,4750,7.612179487,
2019Q4,,S08000022,,H103H,,All Inpatients,d,712,2985,4.19241573,,551,4526,8.21415608,
2020Q1,,S08000022,,H103H,,All Inpatients,d,700,4182,5.974285714,,537,5922,11.02793296,
2020Q2,,S08000022,,H103H,,All Inpatients,d,611,2402,3.931260229,,428,4705,10.99299065,
2020Q3,p,S08000022,,H103H,,All Inpatients,d,588,2564,4.360544218,,473,3626,7.665961945,
2015Q3,,S08000022,,C121H,,All Inpatients,d,661,2938,4.444780635,,552,3280,5.942028986,
2015Q4,,S08000022,,C121H,,All Inpatients,d,604,3459,5.726821192,,558,3644,6.53046595,
2016Q1,,S08000022,,C121H,,All Inpatients,d,664,3822,5.756024096,,624,4325,6.931089744,
2016Q2,,S08000022,,C121H,,All Inpatients,d,716,3142,4.388268156,,643,3646,5.67029549,
2016Q3,,S08000022,,C121H,,All Inpatients,d,650,3444,5.298461538,,600,3607,6.011666667,
2016Q4,,S08000022,,C121H,,All Inpatients,d,728,3136,4.307692308,,620,3546,5.719354839,
2017Q1,,S08000022,,C121H,,All Inpatients,d,639,3113,4.871674491,,597,3498,5.859296482,
2017Q2,,S08000022,,C121H,,All Inpatients,d,690,3248,4.707246377,,645,3633,5.63255814,
2017Q3,,S08000022,,C121H,,All Inpatients,d,649,3009,4.636363636,,607,3375,5.560131796,
2017Q4,,S08000022,,C121H,,All Inpatients,d,609,3093,5.078817734,,558,3249,5.822580645,
2018Q1,,S08000022,,C121H,,All Inpatients,d,591,3835,6.489001692,,559,4522,8.089445438,
2018Q2,,S08000022,,C121H,,All Inpatients,d,671,3754,5.594634873,,635,3768,5.933858268,
2018Q3,,S08000022,,C121H,,All Inpatients,d,667,3292,4.935532234,,611,4030,6.595744681,
2018Q4,,S08000022,,C121H,,All Inpatients,d,582,4088,7.024054983,,536,4657,8.688432836,
2019Q1,,S08000022,,C121H,,All Inpatients,d,632,3691,5.840189873,,562,3937,7.005338078,
2019Q2,,S08000022,,C121H,,All Inpatients,d,618,3505,5.671521036,,545,4089,7.502752294,
2019Q3,,S08000022,,C121H,,All Inpatients,d,653,3775,5.78101072,,544,4065,7.472426471,
2019Q4,,S08000022,,C121H,,All Inpatients,d,692,3168,4.578034682,,561,3346,5.964349376,
2020Q1,,S08000022,,C121H,,All Inpatients,d,651,4135,6.351766513,,543,4830,8.895027624,
2020Q2,,S08000022,,C121H,,All Inpatients,d,492,1878,3.817073171,,363,2150,5.922865014,
2020Q3,p,S08000022,,C121H,,All Inpatients,d,615,2389,3.884552846,,488,2649,5.428278689,
2015Q3,,S08000022,,S08000022,d,All Inpatients,d,10990,42998,3.912465878,,7155,47334,6.615513627,
2015Q4,,S08000022,,S08000022,d,All Inpatients,d,10578,46808,4.425033088,,6795,52200,7.682119205,
2016Q1,,S08000022,,S08000022,d,All Inpatients,d,10923,43808,4.010619793,,6947,50348,7.24744494,
2016Q2,,S08000022,,S08000022,d,All Inpatients,d,11012,43747,3.972666182,,7069,50041,7.0789362,
2016Q3,,S08000022,,S08000022,d,All Inpatients,d,10628,42063,3.957753105,,6949,48014,6.909483379,
2016Q4,,S08000022,,S08000022,d,All Inpatients,d,10435,45344,4.345376138,,6670,53193,7.974962519,
2017Q1,,S08000022,,S08000022,d,All Inpatients,d,10233,40159,3.92446008,,6579,46865,7.123423013,
2017Q2,,S08000022,,S08000022,d,All Inpatients,d,10876,41284,3.795880839,,7119,48477,6.80952381,
2017Q3,,S08000022,,S08000022,d,All Inpatients,d,10991,41212,3.74961332,,7013,46098,6.573221161,
2017Q4,,S08000022,,S08000022,d,All Inpatients,d,10670,43646,4.090534208,,6632,51247,7.727231604,
2018Q1,,S08000022,,S08000022,d,All Inpatients,d,10740,43036,4.00707635,,6507,49635,7.627939142,
2018Q2,,S08000022,,S08000022,d,All Inpatients,d,11250,40969,3.641688889,,7061,46978,6.653165274,
2018Q3,,S08000022,,S08000022,d,All Inpatients,d,11276,42399,3.760109968,,7196,47063,6.540161201,
2018Q4,,S08000022,,S08000022,d,All Inpatients,d,11036,42824,3.880391446,,6866,49357,7.188610545,
2019Q1,,S08000022,,S08000022,d,All Inpatients,d,10546,41607,3.945287313,,6526,47551,7.28639289,
2019Q2,,S08000022,,S08000022,d,All Inpatients,d,10941,44240,4.043506078,,6947,49497,7.12494602,
2019Q3,,S08000022,,S08000022,d,All Inpatients,d,11285,44296,3.925210456,,6995,49642,7.096783417,
2019Q4,,S08000022,,S08000022,d,All Inpatients,d,11060,43888,3.968173599,,6722,50476,7.50907468,
2020Q1,,S08000022,,S08000022,d,All Inpatients,d,9940,47317,4.760261569,,6057,53594,8.848274723,
2020Q2,,S08000022,,S08000022,d,All Inpatients,d,8317,29185,3.509077792,,4543,37759,8.311468193,
2020Q3,p,S08000022,,S08000022,d,All Inpatients,d,10624,34951,3.289815512,,5942,41562,6.994614608,
2015Q3,,S08000022,,H202H,,All Inpatients,d,8660,31470,3.633949192,,5473,36464,6.662525123,
2015Q4,,S08000022,,H202H,,All Inpatients,d,8294,34011,4.100675187,,5124,40111,7.828064012,
2016Q1,,S08000022,,H202H,,All Inpatients,d,8451,31087,3.678499586,,5197,37691,7.252453338,
2016Q2,,S08000022,,H202H,,All Inpatients,d,8504,31140,3.661806209,,5228,37961,7.261094109,
2016Q3,,S08000022,,H202H,,All Inpatients,d,8238,29499,3.580844865,,5137,37240,7.249367335,
2016Q4,,S08000022,,H202H,,All Inpatients,d,8144,32880,4.037328094,,4890,41029,8.390388548,
2017Q1,,S08000022,,H202H,,All Inpatients,d,8096,28221,3.485795455,,4883,34621,7.09010854,
2017Q2,,S08000022,,H202H,,All Inpatients,d,8584,29737,3.464235788,,5266,36332,6.899354349,
2017Q3,,S08000022,,H202H,,All Inpatients,d,8740,31221,3.572196796,,5185,35772,6.899132112,
2017Q4,,S08000022,,H202H,,All Inpatients,d,8518,30491,3.579596149,,4928,40007,8.118303571,
2018Q1,,S08000022,,H202H,,All Inpatients,d,8613,30188,3.504934401,,4811,37539,7.802743712,
2018Q2,,S08000022,,H202H,,All Inpatients,d,8966,28779,3.20979255,,5231,37147,7.101319059,
2018Q3,,S08000022,,H202H,,All Inpatients,d,9059,30346,3.349817861,,5398,34800,6.44683216,
2018Q4,,S08000022,,H202H,,All Inpatients,d,8954,30814,3.441366987,,5179,38031,7.343309519,
2019Q1,,S08000022,,H202H,,All Inpatients,d,8561,29252,3.41689055,,4975,37200,7.477386935,
2019Q2,,S08000022,,H202H,,All Inpatients,d,8935,31191,3.490878567,,5323,37360,7.018598535,
2019Q3,,S08000022,,H202H,,All Inpatients,d,9125,31500,3.452054795,,5293,37801,7.14169658,
2019Q4,,S08000022,,H202H,,All Inpatients,d,9051,33117,3.658932715,,5144,39516,7.681959565,
2020Q1,,S08000022,,H202H,,All Inpatients,d,8055,32053,3.979267536,,4576,39789,8.695148601,
2020Q2,,S08000022,,H202H,,All Inpatients,d,6801,20713,3.045581532,,3484,28866,8.285304248,
