Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2016Q3,,S08000020,,S08000020,d,Transfers,,4,,1383,10776,7.79175705,,0,0, ,z
2016Q4,,S08000020,,S08000020,d,Transfers,,4,,1298,9916,7.6394453,,0,0, ,z
2017Q1,,S08000020,,S08000020,d,Transfers,,4,,1246,9730,7.808988764,,0,0, ,z
2017Q2,,S08000020,,S08000020,d,Transfers,,4,,1172,9874,8.424914676,,0,0, ,z
2017Q3,,S08000020,,S08000020,d,Transfers,,4,,1168,8644,7.400684932,,0,0, ,z
2017Q4,,S08000020,,S08000020,d,Transfers,,4,,1230,9382,7.627642276,,0,0, ,z
2018Q1,,S08000020,,S08000020,d,Transfers,,4,,1173,9507,8.104859335,,0,0, ,z
2018Q2,,S08000020,,S08000020,d,Transfers,,4,,1235,8445,6.83805668,,0,0, ,z
2018Q3,,S08000020,,S08000020,d,Transfers,,4,,1280,9376,7.325,,0,0, ,z
2018Q4,,S08000020,,S08000020,d,Transfers,,4,,1225,10021,8.180408163,,0,0, ,z
2019Q1,,S08000020,,S08000020,d,Transfers,,4,,1165,9153,7.856652361,,0,0, ,z
2019Q2,,S08000020,,S08000020,d,Transfers,,4,,1063,8030,7.554092192,,0,0, ,z
2019Q3,,S08000020,,S08000020,d,Transfers,,4,,1105,8494,7.686877828,,0,0, ,z
2019Q4,,S08000020,,S08000020,d,Transfers,,4,,1119,8989,8.033065237,,0,0, ,z
2020Q1,,S08000020,,S08000020,d,Transfers,,4,,1116,10591,9.490143369,,0,0, ,z
2020Q2,,S08000020,,S08000020,d,Transfers,,4,,1240,8200,6.612903226,,0,0, ,z
2020Q3,p,S08000020,,S08000020,d,Transfers,,4,,1053,7252,6.886989554,,0,0, ,z
2015Q3,,S08000020,,S08000020,d,Transfers,,5,,1078,11876,11.01669759,,0,0, ,z
2015Q4,,S08000020,,S08000020,d,Transfers,,5,,1266,11393,8.999210111,,0,0, ,z
2016Q1,,S08000020,,S08000020,d,Transfers,,5,,1136,13034,11.47359155,,0,0, ,z
2016Q2,,S08000020,,S08000020,d,Transfers,,5,,1251,13229,10.57474021,,0,0, ,z
2016Q3,,S08000020,,S08000020,d,Transfers,,5,,1100,13241,12.03727273,,0,0, ,z
2016Q4,,S08000020,,S08000020,d,Transfers,,5,,1189,11197,9.417157275,,0,0, ,z
2017Q1,,S08000020,,S08000020,d,Transfers,,5,,922,10450,11.3340564,,0,0, ,z
2017Q2,,S08000020,,S08000020,d,Transfers,,5,,900,9205,10.22777778,,0,0, ,z
2017Q3,,S08000020,,S08000020,d,Transfers,,5,,884,9093,10.2861991,,0,0, ,z
2017Q4,,S08000020,,S08000020,d,Transfers,,5,,920,9288,10.09565217,,0,0, ,z
2018Q1,,S08000020,,S08000020,d,Transfers,,5,,904,10079,11.14933628,,0,0, ,z
2018Q2,,S08000020,,S08000020,d,Transfers,,5,,980,10530,10.74489796,,0,0, ,z
2018Q3,,S08000020,,S08000020,d,Transfers,,5,,905,8586,9.487292818,,0,0, ,z
2018Q4,,S08000020,,S08000020,d,Transfers,,5,,891,8020,9.001122334,,0,0, ,z
2019Q1,,S08000020,,S08000020,d,Transfers,,5,,855,7438,8.699415205,,0,0, ,z
2019Q2,,S08000020,,S08000020,d,Transfers,,5,,860,8942,10.39767442,,0,0, ,z
2019Q3,,S08000020,,S08000020,d,Transfers,,5,,848,7694,9.073113208,,0,0, ,z
2019Q4,,S08000020,,S08000020,d,Transfers,,5,,883,10985,12.4405436,,0,0, ,z
2020Q1,,S08000020,,S08000020,d,Transfers,,5,,944,10232,10.83898305,,0,0, ,z
2020Q2,,S08000020,,S08000020,d,Transfers,,5,,1050,6955,6.623809524,,0,0, ,z
2020Q3,p,S08000020,,S08000020,d,Transfers,,5,,755,5919,7.839735099,,0,0, ,z
2015Q3,,S08000020,,S08000020,d,Transfers,, ,:,52,305,5.865384615,,0,0, ,z
2015Q4,,S08000020,,S08000020,d,Transfers,, ,:,32,194,6.0625,,0,0, ,z
2016Q1,,S08000020,,S08000020,d,Transfers,, ,:,30,156,5.2,,0,0, ,z
2016Q2,,S08000020,,S08000020,d,Transfers,, ,:,39,165,4.230769231,,0,0, ,z
2016Q3,,S08000020,,S08000020,d,Transfers,, ,:,62,304,4.903225806,,0,0, ,z
2016Q4,,S08000020,,S08000020,d,Transfers,, ,:,28,174,6.214285714,,0,0, ,z
2017Q1,,S08000020,,S08000020,d,Transfers,, ,:,30,144,4.8,,0,0, ,z
2017Q2,,S08000020,,S08000020,d,Transfers,, ,:,46,274,5.956521739,,0,0, ,z
2017Q3,,S08000020,,S08000020,d,Transfers,, ,:,37,254,6.864864865,,0,0, ,z
2017Q4,,S08000020,,S08000020,d,Transfers,, ,:,17,72,4.235294118,,0,0, ,z
2018Q1,,S08000020,,S08000020,d,Transfers,, ,:,26,168,6.461538462,,0,0, ,z
2018Q2,,S08000020,,S08000020,d,Transfers,, ,:,28,136,4.857142857,,0,0, ,z
2018Q3,,S08000020,,S08000020,d,Transfers,, ,:,50,333,6.66,,0,0, ,z
2018Q4,,S08000020,,S08000020,d,Transfers,, ,:,16,93,5.8125,,0,0, ,z
2019Q1,,S08000020,,S08000020,d,Transfers,, ,:,21,107,5.095238095,,0,0, ,z
2019Q2,,S08000020,,S08000020,d,Transfers,, ,:,36,132,3.666666667,,0,0, ,z
2019Q3,,S08000020,,S08000020,d,Transfers,, ,:,36,253,7.027777778,,0,0, ,z
2019Q4,,S08000020,,S08000020,d,Transfers,, ,:,18,84,4.666666667,,0,0, ,z
2020Q1,,S08000020,,S08000020,d,Transfers,, ,:,12,42,3.5,,0,0, ,z
2020Q2,,S08000020,,S08000020,d,Transfers,, ,:,18,99,5.5,,0,0, ,z
2020Q3,p,S08000020,,S08000020,d,Transfers,, ,:,21,156,7.428571429,,0,0, ,z
2015Q3,,S08000031,,G107H,,Transfers,,1,,5451,26981,4.949733994,,0,0, ,z
2015Q4,,S08000031,,G107H,,Transfers,,1,,5664,27626,4.877471751,,0,0, ,z
2016Q1,,S08000031,,G107H,,Transfers,,1,,5648,28810,5.10092068,,0,0, ,z
2016Q2,,S08000031,,G107H,,Transfers,,1,,6050,29710,4.910743802,,0,0, ,z
2016Q3,,S08000031,,G107H,,Transfers,,1,,6798,28905,4.251985878,,0,0, ,z
2016Q4,,S08000031,,G107H,,Transfers,,1,,6588,29833,4.528384942,,0,0, ,z
2017Q1,,S08000031,,G107H,,Transfers,,1,,4775,24166,5.060942408,,0,0, ,z
2017Q2,,S08000031,,G107H,,Transfers,,1,,4540,24456,5.386784141,,0,0, ,z
2017Q3,,S08000031,,G107H,,Transfers,,1,,4284,22208,5.183940243,,0,0, ,z
2017Q4,,S08000031,,G107H,,Transfers,,1,,4014,22838,5.689586447,,0,0, ,z
2018Q1,,S08000031,,G107H,,Transfers,,1,,4258,24070,5.65288868,,0,0, ,z
2018Q2,,S08000031,,G107H,,Transfers,,1,,4330,22949,5.3,,0,0, ,z
2018Q3,,S08000031,,G107H,,Transfers,,1,,4171,22868,5.482618077,,0,0, ,z
2018Q4,,S08000031,,G107H,,Transfers,,1,,4398,23481,5.339017735,,0,0, ,z
2019Q1,,S08000031,,G107H,,Transfers,,1,,4568,23911,5.234457093,,0,0, ,z
2019Q2,,S08000031,,G107H,,Transfers,,1,,4703,25483,5.418456304,,0,0, ,z
2019Q3,,S08000031,,G107H,,Transfers,,1,,4865,24288,4.992394656,,0,0, ,z
2019Q4,,S08000031,,G107H,,Transfers,,1,,4759,24404,5.127968061,,0,0, ,z
2020Q1,,S08000031,,G107H,,Transfers,,1,,4725,25303,5.355132275,,0,0, ,z
2020Q2,,S08000031,,G107H,,Transfers,,1,,3652,16531,4.526560789,,0,0, ,z
2020Q3,p,S08000031,,G107H,,Transfers,,1,,4259,20533,4.821084762,,0,0, ,z
2015Q3,,S08000031,,G107H,,Transfers,,2,,1471,7518,5.110808973,,0,0, ,z
2015Q4,,S08000031,,G107H,,Transfers,,2,,1665,9096,5.463063063,,0,0, ,z
2016Q1,,S08000031,,G107H,,Transfers,,2,,1743,8277,4.748709122,,0,0, ,z
2016Q2,,S08000031,,G107H,,Transfers,,2,,1681,8232,4.897085068,,0,0, ,z
2016Q3,,S08000031,,G107H,,Transfers,,2,,2020,8950,4.430693069,,0,0, ,z
2016Q4,,S08000031,,G107H,,Transfers,,2,,1832,8725,4.762554585,,0,0, ,z
2017Q1,,S08000031,,G107H,,Transfers,,2,,1651,8856,5.364021805,,0,0, ,z
2017Q2,,S08000031,,G107H,,Transfers,,2,,1629,8603,5.281154082,,0,0, ,z
2017Q3,,S08000031,,G107H,,Transfers,,2,,1495,7933,5.306354515,,0,0, ,z
2017Q4,,S08000031,,G107H,,Transfers,,2,,1484,8340,5.619946092,,0,0, ,z
2018Q1,,S08000031,,G107H,,Transfers,,2,,1588,9195,5.790302267,,0,0, ,z
2018Q2,,S08000031,,G107H,,Transfers,,2,,1526,8222,5.387942333,,0,0, ,z
2018Q3,,S08000031,,G107H,,Transfers,,2,,1604,8169,5.092892768,,0,0, ,z
2018Q4,,S08000031,,G107H,,Transfers,,2,,1595,8464,5.306583072,,0,0, ,z
2019Q1,,S08000031,,G107H,,Transfers,,2,,1583,9015,5.694883133,,0,0, ,z
2019Q2,,S08000031,,G107H,,Transfers,,2,,1726,8938,5.178447277,,0,0, ,z
2019Q3,,S08000031,,G107H,,Transfers,,2,,1722,9363,5.43728223,,0,0, ,z
2019Q4,,S08000031,,G107H,,Transfers,,2,,1744,9682,5.551605505,,0,0, ,z
2020Q1,,S08000031,,G107H,,Transfers,,2,,1760,10906,6.196590909,,0,0, ,z
2020Q2,,S08000031,,G107H,,Transfers,,2,,1199,5198,4.335279399,,0,0, ,z
2020Q3,p,S08000031,,G107H,,Transfers,,2,,1495,7113,4.757859532,,0,0, ,z
2015Q3,,S08000031,,G107H,,Transfers,,3,,1099,5886,5.35577798,,0,0, ,z
2015Q4,,S08000031,,G107H,,Transfers,,3,,1199,5983,4.98999166,,0,0, ,z
2016Q1,,S08000031,,G107H,,Transfers,,3,,1239,6259,5.05165456,,0,0, ,z
2016Q2,,S08000031,,G107H,,Transfers,,3,,1132,5816,5.137809187,,0,0, ,z
2016Q3,,S08000031,,G107H,,Transfers,,3,,1332,5538,4.157657658,,0,0, ,z
2016Q4,,S08000031,,G107H,,Transfers,,3,,1174,5161,4.396081772,,0,0, ,z
2017Q1,,S08000031,,G107H,,Transfers,,3,,887,4518,5.093573844,,0,0, ,z
2017Q2,,S08000031,,G107H,,Transfers,,3,,806,4217,5.232009926,,0,0, ,z
2017Q3,,S08000031,,G107H,,Transfers,,3,,889,4972,5.5928009,,0,0, ,z
2017Q4,,S08000031,,G107H,,Transfers,,3,,839,4333,5.164481526,,0,0, ,z
2018Q1,,S08000031,,G107H,,Transfers,,3,,854,4277,5.008196721,,0,0, ,z
2018Q2,,S08000031,,G107H,,Transfers,,3,,800,4130,5.1625,,0,0, ,z
2018Q3,,S08000031,,G107H,,Transfers,,3,,870,4319,4.964367816,,0,0, ,z
2018Q4,,S08000031,,G107H,,Transfers,,3,,781,4178,5.349551857,,0,0, ,z
2019Q1,,S08000031,,G107H,,Transfers,,3,,894,4587,5.130872483,,0,0, ,z
2019Q2,,S08000031,,G107H,,Transfers,,3,,992,5202,5.243951613,,0,0, ,z
2019Q3,,S08000031,,G107H,,Transfers,,3,,1026,4856,4.73294347,,0,0, ,z
2019Q4,,S08000031,,G107H,,Transfers,,3,,985,5038,5.114720812,,0,0, ,z
2020Q1,,S08000031,,G107H,,Transfers,,3,,972,5762,5.927983539,,0,0, ,z
2020Q2,,S08000031,,G107H,,Transfers,,3,,683,2973,4.352855051,,0,0, ,z
2020Q3,p,S08000031,,G107H,,Transfers,,3,,733,3670,5.006821282,,0,0, ,z
2015Q3,,S08000031,,G107H,,Transfers,,4,,891,4382,4.918069585,,0,0, ,z
2015Q4,,S08000031,,G107H,,Transfers,,4,,990,5069,5.12020202,,0,0, ,z
2016Q1,,S08000031,,G107H,,Transfers,,4,,989,5855,5.920121335,,0,0, ,z
2016Q2,,S08000031,,G107H,,Transfers,,4,,990,4712,4.75959596,,0,0, ,z
2016Q3,,S08000031,,G107H,,Transfers,,4,,1136,4694,4.132042254,,0,0, ,z
2016Q4,,S08000031,,G107H,,Transfers,,4,,1107,4507,4.071364047,,0,0, ,z
2017Q1,,S08000031,,G107H,,Transfers,,4,,872,4174,4.786697248,,0,0, ,z
2017Q2,,S08000031,,G107H,,Transfers,,4,,809,4245,5.247218789,,0,0, ,z
2017Q3,,S08000031,,G107H,,Transfers,,4,,799,4250,5.319148936,,0,0, ,z
2017Q4,,S08000031,,G107H,,Transfers,,4,,752,4229,5.623670213,,0,0, ,z
2018Q1,,S08000031,,G107H,,Transfers,,4,,853,4700,5.50996483,,0,0, ,z
2018Q2,,S08000031,,G107H,,Transfers,,4,,740,4070,5.5,,0,0, ,z
2018Q3,,S08000031,,G107H,,Transfers,,4,,802,4283,5.340399002,,0,0, ,z
2018Q4,,S08000031,,G107H,,Transfers,,4,,847,4316,5.095631641,,0,0, ,z
2019Q1,,S08000031,,G107H,,Transfers,,4,,856,4224,4.934579439,,0,0, ,z
2019Q2,,S08000031,,G107H,,Transfers,,4,,963,4779,4.962616822,,0,0, ,z
2019Q3,,S08000031,,G107H,,Transfers,,4,,948,4391,4.63185654,,0,0, ,z
2019Q4,,S08000031,,G107H,,Transfers,,4,,900,4291,4.767777778,,0,0, ,z
2020Q1,,S08000031,,G107H,,Transfers,,4,,863,4554,5.276940904,,0,0, ,z
2020Q2,,S08000031,,G107H,,Transfers,,4,,693,2869,4.13997114,,0,0, ,z
2020Q3,p,S08000031,,G107H,,Transfers,,4,,807,4017,4.977695167,,0,0, ,z
2015Q3,,S08000031,,G107H,,Transfers,,5,,711,3270,4.599156118,,0,0, ,z
2015Q4,,S08000031,,G107H,,Transfers,,5,,775,3982,5.138064516,,0,0, ,z
2016Q1,,S08000031,,G107H,,Transfers,,5,,779,3878,4.97817715,,0,0, ,z
2016Q2,,S08000031,,G107H,,Transfers,,5,,837,4346,5.192353644,,0,0, ,z
2016Q3,,S08000031,,G107H,,Transfers,,5,,915,3452,3.772677596,,0,0, ,z
2016Q4,,S08000031,,G107H,,Transfers,,5,,893,3414,3.823068309,,0,0, ,z
2017Q1,,S08000031,,G107H,,Transfers,,5,,695,3032,4.362589928,,0,0, ,z
2017Q2,,S08000031,,G107H,,Transfers,,5,,621,3307,5.325281804,,0,0, ,z
2017Q3,,S08000031,,G107H,,Transfers,,5,,682,3226,4.730205279,,0,0, ,z
2017Q4,,S08000031,,G107H,,Transfers,,5,,624,3396,5.442307692,,0,0, ,z
2018Q1,,S08000031,,G107H,,Transfers,,5,,653,3786,5.797856049,,0,0, ,z
2018Q2,,S08000031,,G107H,,Transfers,,5,,579,3336,5.761658031,,0,0, ,z
2018Q3,,S08000031,,G107H,,Transfers,,5,,646,3166,4.900928793,,0,0, ,z
2018Q4,,S08000031,,G107H,,Transfers,,5,,637,3499,5.492935636,,0,0, ,z
2019Q1,,S08000031,,G107H,,Transfers,,5,,605,3372,5.573553719,,0,0, ,z
2019Q2,,S08000031,,G107H,,Transfers,,5,,751,3469,4.619174434,,0,0, ,z
2019Q3,,S08000031,,G107H,,Transfers,,5,,676,3667,5.424556213,,0,0, ,z
2019Q4,,S08000031,,G107H,,Transfers,,5,,732,3386,4.62568306,,0,0, ,z
2020Q1,,S08000031,,G107H,,Transfers,,5,,660,3483,5.277272727,,0,0, ,z
2020Q2,,S08000031,,G107H,,Transfers,,5,,519,2197,4.233140655,,0,0, ,z
2020Q3,p,S08000031,,G107H,,Transfers,,5,,602,2988,4.96345515,,0,0, ,z
2015Q3,,S08000031,,G107H,,Transfers,, ,:,86,344,4,,0,0, ,z
2015Q4,,S08000031,,G107H,,Transfers,, ,:,75,213,2.84,,0,0, ,z
2016Q1,,S08000031,,G107H,,Transfers,, ,:,46,119,2.586956522,,0,0, ,z
2016Q2,,S08000031,,G107H,,Transfers,, ,:,82,280,3.414634146,,0,0, ,z
2016Q3,,S08000031,,G107H,,Transfers,, ,:,101,248,2.455445545,,0,0, ,z
2016Q4,,S08000031,,G107H,,Transfers,, ,:,89,215,2.415730337,,0,0, ,z
2017Q1,,S08000031,,G107H,,Transfers,, ,:,70,205,2.928571429,,0,0, ,z
2017Q2,,S08000031,,G107H,,Transfers,, ,:,67,257,3.835820896,,0,0, ,z
2017Q3,,S08000031,,G107H,,Transfers,, ,:,69,235,3.405797101,,0,0, ,z
2017Q4,,S08000031,,G107H,,Transfers,, ,:,64,183,2.859375,,0,0, ,z
2018Q1,,S08000031,,G107H,,Transfers,, ,:,53,246,4.641509434,,0,0, ,z
2018Q2,,S08000031,,G107H,,Transfers,, ,:,71,286,4.028169014,,0,0, ,z
2018Q3,,S08000031,,G107H,,Transfers,, ,:,77,234,3.038961039,,0,0, ,z
2018Q4,,S08000031,,G107H,,Transfers,, ,:,75,180,2.4,,0,0, ,z
2019Q1,,S08000031,,G107H,,Transfers,, ,:,69,221,3.202898551,,0,0, ,z
2019Q2,,S08000031,,G107H,,Transfers,, ,:,75,336,4.48,,0,0, ,z
2019Q3,,S08000031,,G107H,,Transfers,, ,:,80,372,4.65,,0,0, ,z
2019Q4,,S08000031,,G107H,,Transfers,, ,:,60,166,2.766666667,,0,0, ,z
2020Q1,,S08000031,,G107H,,Transfers,, ,:,47,134,2.85106383,,0,0, ,z
2020Q2,,S08000031,,G107H,,Transfers,, ,:,40,90,2.25,,0,0, ,z
2020Q3,p,S08000031,,G107H,,Transfers,, ,:,45,135,3,,0,0, ,z
2015Q3,,S08000031,,C313H,,Transfers,,1,,812,5841,7.193349754,,0,0, ,z
2015Q4,,S08000031,,C313H,,Transfers,,1,,841,6209,7.382877527,,0,0, ,z
2016Q1,,S08000031,,C313H,,Transfers,,1,,864,6978,8.076388889,,0,0, ,z
2016Q2,,S08000031,,C313H,,Transfers,,1,,797,6974,8.750313676,,0,0, ,z
2016Q3,,S08000031,,C313H,,Transfers,,1,,730,5637,7.721917808,,0,0, ,z
2016Q4,,S08000031,,C313H,,Transfers,,1,,773,6458,8.354463131,,0,0, ,z
2017Q1,,S08000031,,C313H,,Transfers,,1,,872,6947,7.966743119,,0,0, ,z
2017Q2,,S08000031,,C313H,,Transfers,,1,,828,6020,7.270531401,,0,0, ,z
2017Q3,,S08000031,,C313H,,Transfers,,1,,892,6074,6.80941704,,0,0, ,z
2017Q4,,S08000031,,C313H,,Transfers,,1,,1075,6074,5.650232558,,0,0, ,z
2018Q1,,S08000031,,C313H,,Transfers,,1,,966,6127,6.342650104,,0,0, ,z
2018Q2,,S08000031,,C313H,,Transfers,,1,,849,5624,6.62426384,,0,0, ,z
2018Q3,,S08000031,,C313H,,Transfers,,1,,870,5475,6.293103448,,0,0, ,z
2018Q4,,S08000031,,C313H,,Transfers,,1,,912,5376,5.894736842,,0,0, ,z
2019Q1,,S08000031,,C313H,,Transfers,,1,,950,7011,7.38,,0,0, ,z
2019Q2,,S08000031,,C313H,,Transfers,,1,,813,6018,7.402214022,,0,0, ,z
2019Q3,,S08000031,,C313H,,Transfers,,1,,814,5722,7.029484029,,0,0, ,z
2019Q4,,S08000031,,C313H,,Transfers,,1,,1053,6672,6.336182336,,0,0, ,z
2020Q1,,S08000031,,C313H,,Transfers,,1,,992,6410,6.461693548,,0,0, ,z
2020Q2,,S08000031,,C313H,,Transfers,,1,,727,4888,6.72352132,,0,0, ,z
2020Q3,p,S08000031,,C313H,,Transfers,,1,,847,5186,6.122786305,,0,0, ,z
2015Q3,,S08000031,,C313H,,Transfers,,2,,280,2169,7.746428571,,0,0, ,z
2015Q4,,S08000031,,C313H,,Transfers,,2,,237,1597,6.738396624,,0,0, ,z
2016Q1,,S08000031,,C313H,,Transfers,,2,,300,2219,7.396666667,,0,0, ,z
2016Q2,,S08000031,,C313H,,Transfers,,2,,314,2141,6.818471338,,0,0, ,z
2016Q3,,S08000031,,C313H,,Transfers,,2,,305,2180,7.147540984,,0,0, ,z
2016Q4,,S08000031,,C313H,,Transfers,,2,,231,2064,8.935064935,,0,0, ,z
2017Q1,,S08000031,,C313H,,Transfers,,2,,264,2356,8.924242424,,0,0, ,z
2017Q2,,S08000031,,C313H,,Transfers,,2,,239,1656,6.928870293,,0,0, ,z
2017Q3,,S08000031,,C313H,,Transfers,,2,,281,1693,6.024911032,,0,0, ,z
2017Q4,,S08000031,,C313H,,Transfers,,2,,314,1744,5.554140127,,0,0, ,z
2018Q1,,S08000031,,C313H,,Transfers,,2,,324,2141,6.608024691,,0,0, ,z
2018Q2,,S08000031,,C313H,,Transfers,,2,,287,1913,6.665505226,,0,0, ,z
2018Q3,,S08000031,,C313H,,Transfers,,2,,275,1691,6.149090909,,0,0, ,z
2018Q4,,S08000031,,C313H,,Transfers,,2,,271,1891,6.977859779,,0,0, ,z
2019Q1,,S08000031,,C313H,,Transfers,,2,,277,1581,5.707581227,,0,0, ,z
2019Q2,,S08000031,,C313H,,Transfers,,2,,267,2019,7.561797753,,0,0, ,z
2019Q3,,S08000031,,C313H,,Transfers,,2,,275,1617,5.88,,0,0, ,z
2019Q4,,S08000031,,C313H,,Transfers,,2,,331,2073,6.262839879,,0,0, ,z
2020Q1,,S08000031,,C313H,,Transfers,,2,,337,2502,7.424332344,,0,0, ,z
2020Q2,,S08000031,,C313H,,Transfers,,2,,213,1007,4.727699531,,0,0, ,z
2020Q3,p,S08000031,,C313H,,Transfers,,2,,210,1396,6.647619048,,0,0, ,z
2015Q3,,S08000031,,C313H,,Transfers,,3,,312,3329,10.66987179,,0,0, ,z
2015Q4,,S08000031,,C313H,,Transfers,,3,,314,2538,8.082802548,,0,0, ,z
2016Q1,,S08000031,,C313H,,Transfers,,3,,374,2844,7.604278075,,0,0, ,z
2016Q2,,S08000031,,C313H,,Transfers,,3,,317,2679,8.451104101,,0,0, ,z
2016Q3,,S08000031,,C313H,,Transfers,,3,,288,2233,7.753472222,,0,0, ,z
2016Q4,,S08000031,,C313H,,Transfers,,3,,267,2048,7.670411985,,0,0, ,z
2017Q1,,S08000031,,C313H,,Transfers,,3,,344,2944,8.558139535,,0,0, ,z
2017Q2,,S08000031,,C313H,,Transfers,,3,,358,3351,9.360335196,,0,0, ,z
2017Q3,,S08000031,,C313H,,Transfers,,3,,350,2739,7.825714286,,0,0, ,z
2017Q4,,S08000031,,C313H,,Transfers,,3,,381,2525,6.627296588,,0,0, ,z
2018Q1,,S08000031,,C313H,,Transfers,,3,,442,2844,6.43438914,,0,0, ,z
2018Q2,,S08000031,,C313H,,Transfers,,3,,383,2464,6.433420366,,0,0, ,z
2018Q3,,S08000031,,C313H,,Transfers,,3,,354,2220,6.271186441,,0,0, ,z
2018Q4,,S08000031,,C313H,,Transfers,,3,,392,2724,6.948979592,,0,0, ,z
2019Q1,,S08000031,,C313H,,Transfers,,3,,362,2695,7.444751381,,0,0, ,z
2019Q2,,S08000031,,C313H,,Transfers,,3,,316,2115,6.693037975,,0,0, ,z
2019Q3,,S08000031,,C313H,,Transfers,,3,,371,2574,6.938005391,,0,0, ,z
2019Q4,,S08000031,,C313H,,Transfers,,3,,434,2859,6.587557604,,0,0, ,z
2020Q1,,S08000031,,C313H,,Transfers,,3,,506,3865,7.638339921,,0,0, ,z
2020Q2,,S08000031,,C313H,,Transfers,,3,,269,1508,5.605947955,,0,0, ,z
2020Q3,p,S08000031,,C313H,,Transfers,,3,,383,2206,5.759791123,,0,0, ,z
2015Q3,,S08000031,,C313H,,Transfers,,4,,230,1836,7.982608696,,0,0, ,z
2015Q4,,S08000031,,C313H,,Transfers,,4,,223,1679,7.529147982,,0,0, ,z
2016Q1,,S08000031,,C313H,,Transfers,,4,,214,1782,8.327102804,,0,0, ,z
2016Q2,,S08000031,,C313H,,Transfers,,4,,241,1766,7.32780083,,0,0, ,z
2016Q3,,S08000031,,C313H,,Transfers,,4,,222,2078,9.36036036,,0,0, ,z
2016Q4,,S08000031,,C313H,,Transfers,,4,,208,1628,7.826923077,,0,0, ,z
2017Q1,,S08000031,,C313H,,Transfers,,4,,185,1640,8.864864865,,0,0, ,z
2017Q2,,S08000031,,C313H,,Transfers,,4,,217,1690,7.788018433,,0,0, ,z
2017Q3,,S08000031,,C313H,,Transfers,,4,,227,1363,6.004405286,,0,0, ,z
2017Q4,,S08000031,,C313H,,Transfers,,4,,254,1714,6.748031496,,0,0, ,z
2018Q1,,S08000031,,C313H,,Transfers,,4,,249,1450,5.823293173,,0,0, ,z
2018Q2,,S08000031,,C313H,,Transfers,,4,,232,1452,6.25862069,,0,0, ,z
2018Q3,,S08000031,,C313H,,Transfers,,4,,197,1561,7.923857868,,0,0, ,z
2018Q4,,S08000031,,C313H,,Transfers,,4,,196,1829,9.331632653,,0,0, ,z
2019Q1,,S08000031,,C313H,,Transfers,,4,,212,1301,6.136792453,,0,0, ,z
2019Q2,,S08000031,,C313H,,Transfers,,4,,180,1498,8.322222222,,0,0, ,z
2019Q3,,S08000031,,C313H,,Transfers,,4,,204,1588,7.784313725,,0,0, ,z
2019Q4,,S08000031,,C313H,,Transfers,,4,,234,1376,5.88034188,,0,0, ,z
2020Q1,,S08000031,,C313H,,Transfers,,4,,219,1852,8.456621005,,0,0, ,z
2020Q2,,S08000031,,C313H,,Transfers,,4,,196,1232,6.285714286,,0,0, ,z
2020Q3,p,S08000031,,C313H,,Transfers,,4,,235,1598,6.8,,0,0, ,z
2015Q3,,S08000031,,C313H,,Transfers,,5,,202,1764,8.732673267,,0,0, ,z
2015Q4,,S08000031,,C313H,,Transfers,,5,,172,1513,8.796511628,,0,0, ,z
2016Q1,,S08000031,,C313H,,Transfers,,5,,180,1303,7.238888889,,0,0, ,z
2016Q2,,S08000031,,C313H,,Transfers,,5,,160,1440,9,,0,0, ,z
2016Q3,,S08000031,,C313H,,Transfers,,5,,192,1604,8.354166667,,0,0, ,z
2016Q4,,S08000031,,C313H,,Transfers,,5,,164,1871,11.40853659,,0,0, ,z
2017Q1,,S08000031,,C313H,,Transfers,,5,,188,1797,9.558510638,,0,0, ,z
2017Q2,,S08000031,,C313H,,Transfers,,5,,263,2083,7.920152091,,0,0, ,z
2017Q3,,S08000031,,C313H,,Transfers,,5,,226,1349,5.969026549,,0,0, ,z
2017Q4,,S08000031,,C313H,,Transfers,,5,,257,1811,7.046692607,,0,0, ,z
2018Q1,,S08000031,,C313H,,Transfers,,5,,282,1679,5.953900709,,0,0, ,z
2018Q2,,S08000031,,C313H,,Transfers,,5,,237,2093,8.831223629,,0,0, ,z
2018Q3,,S08000031,,C313H,,Transfers,,5,,222,1573,7.085585586,,0,0, ,z
2018Q4,,S08000031,,C313H,,Transfers,,5,,254,1886,7.42519685,,0,0, ,z
2019Q1,,S08000031,,C313H,,Transfers,,5,,247,2213,8.95951417,,0,0, ,z
2019Q2,,S08000031,,C313H,,Transfers,,5,,232,1974,8.50862069,,0,0, ,z
2019Q3,,S08000031,,C313H,,Transfers,,5,,258,2020,7.829457364,,0,0, ,z
2019Q4,,S08000031,,C313H,,Transfers,,5,,290,2250,7.75862069,,0,0, ,z
2020Q1,,S08000031,,C313H,,Transfers,,5,,289,2186,7.564013841,,0,0, ,z
2020Q2,,S08000031,,C313H,,Transfers,,5,,165,923,5.593939394,,0,0, ,z
2020Q3,p,S08000031,,C313H,,Transfers,,5,,231,1241,5.372294372,,0,0, ,z
2015Q3,,S08000031,,C313H,,Transfers,, ,:,15,40,2.666666667,,0,0, ,z
